Filename,"Attachment ID",URL,"Alt Text",Purpose,Category,Priority,Status,"Uploaded At"
PXL_20251120_050934673.jpg,268,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/PXL_20251120_050934673-scaled.jpg,"Pcb design hero image",hero,pcb-design,critical,Success,"2026-01-05 13:55:22"
1-PXL_20250915_010601218.jpg,269,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/1-PXL_20250915_010601218-1-scaled.jpg,"Fleet safe pro product photo - 20250915 010601218",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
1-PXL_20250915_011220751.jpg,270,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/1-PXL_20250915_011220751-1.jpg,"Fleet safe pro product photo - 20250915 011220751",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
10-PXL_20250915_011035196.jpg,271,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/10-PXL_20250915_011035196-1.jpg,"Fleet safe pro product photo - 20250915 011035196",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
11-PXL_20250915_011027800.jpg,272,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/11-PXL_20250915_011027800-1.jpg,"Fleet safe pro product photo - 20250915 011027800",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
13-PXL_20250915_011011902.jpg,273,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/13-PXL_20250915_011011902-1.jpg,"Fleet safe pro product photo - 20250915 011011902",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
14-PXL_20250915_011007822.jpg,274,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/14-PXL_20250915_011007822-1.jpg,"Fleet safe pro product photo - 20250915 011007822",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
15-PXL_20250915_010846203.jpg,275,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/15-PXL_20250915_010846203-1.jpg,"Fleet safe pro product photo - 20250915 010846203",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
16-PXL_20250915_010837586.jpg,276,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/16-PXL_20250915_010837586-1.jpg,"Fleet safe pro product photo - 20250915 010837586",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
17-PXL_20250915_010828722.jpg,277,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/17-PXL_20250915_010828722-1.jpg,"Fleet safe pro product photo - 20250915 010828722",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:23"
18-PXL_20250915_010822884.jpg,278,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/18-PXL_20250915_010822884-1.jpg,"Fleet safe pro product photo - 20250915 010822884",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:24"
19-PXL_20250915_010810481.jpg,279,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/19-PXL_20250915_010810481-1.jpg,"Fleet safe pro product photo - 20250915 010810481",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:24"
2-PXL_20250915_010542663.jpg,280,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/2-PXL_20250915_010542663-1-scaled.jpg,"Fleet safe pro product photo - 20250915 010542663",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
2-PXL_20250915_011213300.jpg,281,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/2-PXL_20250915_011213300-1.jpg,"Fleet safe pro product photo - 20250915 011213300",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
20-PXL_20250915_010740183.jpg,282,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/20-PXL_20250915_010740183-1.jpg,"Fleet safe pro product photo - 20250915 010740183",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
21-PXL_20250915_010735195.jpg,283,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/21-PXL_20250915_010735195-1.jpg,"Fleet safe pro product photo - 20250915 010735195",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
22-PXL_20250915_010728653.jpg,284,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/22-PXL_20250915_010728653-1.jpg,"Fleet safe pro product photo - 20250915 010728653",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
23-PXL_20250915_010700234.jpg,285,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/23-PXL_20250915_010700234-1.jpg,"Fleet safe pro product photo - 20250915 010700234",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
24-PXL_20250915_005824998.jpg,286,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/24-PXL_20250915_005824998-1.jpg,"Fleet safe pro product photo - 20250915 005824998",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
24-PXL_20250915_0058249982.jpg,287,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/24-PXL_20250915_0058249982.jpg,"Fleet safe pro product photo - 20250915 0058249982",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
25-PXL_20250915_005608441.jpg,288,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/25-PXL_20250915_005608441-1.jpg,"Fleet safe pro product photo - 20250915 005608441",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
26-PXL_20250915_005600568.jpg,289,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/26-PXL_20250915_005600568-1.jpg,"Fleet safe pro product photo - 20250915 005600568",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
27-PXL_20250915_005553814.jpg,290,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/27-PXL_20250915_005553814-1.jpg,"Fleet safe pro product photo - 20250915 005553814",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:25"
28-PXL_20250915_005518855.jpg,291,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/28-PXL_20250915_005518855-1.jpg,"Fleet safe pro product photo - 20250915 005518855",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:26"
29-PXL_20250915_005513913.jpg,292,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/29-PXL_20250915_005513913-1.jpg,"Fleet safe pro product photo - 20250915 005513913",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:26"
3-PXL_20250915_010531870.jpg,293,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/3-PXL_20250915_010531870-1-scaled.jpg,"Fleet safe pro product photo - 20250915 010531870",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
3-PXL_20250915_011201690.jpg,294,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/3-PXL_20250915_011201690-1.jpg,"Fleet safe pro product photo - 20250915 011201690",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
30-PXL_20250915_005457506.jpg,295,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/30-PXL_20250915_005457506-1.jpg,"Fleet safe pro product photo - 20250915 005457506",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
31-PXL_20250915_005452852.jpg,296,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/31-PXL_20250915_005452852-1.jpg,"Fleet safe pro product photo - 20250915 005452852",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
32-PXL_20250915_005404708.jpg,297,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/32-PXL_20250915_005404708-1.jpg,"Fleet safe pro product photo - 20250915 005404708",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
35-PXL_20250915_005347929.jpg,298,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/35-PXL_20250915_005347929-1.jpg,"Fleet safe pro product photo - 20250915 005347929",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
36-PXL_20250915_005341556.jpg,299,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/36-PXL_20250915_005341556.jpg,"Fleet safe pro product photo - 20250915 005341556",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
37-PXL_20250915_005332119.jpg,300,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/37-PXL_20250915_005332119.jpg,"Fleet safe pro product photo - 20250915 005332119",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
38-PXL_20250915_005328303.jpg,301,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/38-PXL_20250915_005328303.jpg,"Fleet safe pro product photo - 20250915 005328303",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
39-PXL_20250915_005258264.jpg,302,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/39-PXL_20250915_005258264.jpg,"Fleet safe pro product photo - 20250915 005258264",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:27"
4-PXL_20250915_010524962.jpg,303,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/4-PXL_20250915_010524962-1-scaled.jpg,"Fleet safe pro product photo - 20250915 010524962",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:28"
4-PXL_20250915_011146353.jpg,304,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/4-PXL_20250915_011146353.jpg,"Fleet safe pro product photo - 20250915 011146353",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:28"
40-PXL_20250915_005250127.jpg,305,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/40-PXL_20250915_005250127.jpg,"Fleet safe pro product photo - 20250915 005250127",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
41-PXL_20250915_005237429.jpg,306,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/41-PXL_20250915_005237429.jpg,"Fleet safe pro product photo - 20250915 005237429",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
42-PXL_20250915_005226960.jpg,307,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/42-PXL_20250915_005226960.jpg,"Fleet safe pro product photo - 20250915 005226960",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
43-PXL_20250915_005215802.jpg,308,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/43-PXL_20250915_005215802.jpg,"Fleet safe pro product photo - 20250915 005215802",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
45-PXL_20250915_005201819.jpg,309,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/45-PXL_20250915_005201819.jpg,"Fleet safe pro product photo - 20250915 005201819",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
46-PXL_20250915_005111780.jpg,310,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/46-PXL_20250915_005111780.jpg,"Fleet safe pro product photo - 20250915 005111780",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
48-PXL_20250915_005054468.jpg,311,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/48-PXL_20250915_005054468.jpg,"Fleet safe pro product photo - 20250915 005054468",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
49-PXL_20250915_005043394.jpg,312,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/49-PXL_20250915_005043394.jpg,"Fleet safe pro product photo - 20250915 005043394",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:29"
5-PXL_20250915_010414735.jpg,313,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/5-PXL_20250915_010414735-1.jpg,"Fleet safe pro product photo - 20250915 010414735",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
51-PXL_20250915_005028143.jpg,314,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/51-PXL_20250915_005028143.jpg,"Fleet safe pro product photo - 20250915 005028143",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
52-PXL_20250915_005025440.jpg,315,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/52-PXL_20250915_005025440.jpg,"Fleet safe pro product photo - 20250915 005025440",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
53-PXL_20250915_004941331.jpg,316,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/53-PXL_20250915_004941331.jpg,"Fleet safe pro product photo - 20250915 004941331",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
54-PXL_20250915_004932615.jpg,317,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/54-PXL_20250915_004932615.jpg,"Fleet safe pro product photo - 20250915 004932615",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
55-PXL_20250915_004926990.jpg,318,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/55-PXL_20250915_004926990.jpg,"Fleet safe pro product photo - 20250915 004926990",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
56-PXL_20250915_004921069.jpg,319,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/56-PXL_20250915_004921069.jpg,"Fleet safe pro product photo - 20250915 004921069",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:30"
6-PXL_20250915_010407976.jpg,320,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/6-PXL_20250915_010407976-1.jpg,"Fleet safe pro product photo - 20250915 010407976",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:31"
7-PXL_20250915_010401553.jpg,321,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/7-PXL_20250915_010401553-1.jpg,"Fleet safe pro product photo - 20250915 010401553",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:31"
8-PXL_20250915_010345791.jpg,322,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/8-PXL_20250915_010345791.jpg,"Fleet safe pro product photo - 20250915 010345791",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:32"
9-PXL_20250915_010339329.jpg,323,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/9-PXL_20250915_010339329-scaled.jpg,"Fleet safe pro product photo - 20250915 010339329",gallery,fleet-safe-pro,critical,Success,"2026-01-05 13:55:33"
800x480-v14---white-red---4rows.png,324,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v14-white-red-4rows-2.png,"Automotive product photo - 800x480 V14   White Red   4rows",gallery,automotive,critical,Success,"2026-01-05 13:55:33"
800x480-v15---white-red---4-row-seat-not-plugged-in.png,325,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-4-row-seat-not-plugged-in-1.png,"Automotive product photo - 800x480 V15   White Red   4 Row Seat Not Plugged In",gallery,automotive,critical,Success,"2026-01-05 13:55:33"
800x480-v15---white-red---4-row.png,326,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-4-row-1.png,"Automotive product photo - 800x480 V15   White Red   4 Row",gallery,automotive,critical,Success,"2026-01-05 13:55:33"
800x480-v15---white-red---left-hand-drive---row-5-removed.png,327,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-left-hand-drive-row-5-removed-1.png,"Automotive product photo - 800x480 V15   White Red   Left Hand Drive   Row 5 Removed",gallery,automotive,critical,Success,"2026-01-05 13:55:33"
800x480-v15---white-red---no-last-row.png,328,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-no-last-row-1.png,"Automotive product photo - 800x480 V15   White Red   No Last Row",gallery,automotive,critical,Success,"2026-01-05 13:55:33"
800x480-v15---white-red---right-hand-drive.png,329,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-right-hand-drive-1.png,"Automotive product photo - 800x480 V15   White Red   Right Hand Drive",gallery,automotive,critical,Success,"2026-01-05 13:55:34"
800x480-v15---white-red-4-seater.png,330,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-4-seater-1.png,"Automotive product photo - 800x480 V15   White Red 4 Seater",gallery,automotive,critical,Success,"2026-01-05 13:55:34"
800x480-v15---white-red.png,331,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-2.png,"Automotive product photo - 800x480 V15   White Red",gallery,automotive,critical,Success,"2026-01-05 13:55:34"
"Hiace seating arrangement - small.png",332,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/Hiace-seating-arrangement-small-1.png,"Automotive product photo - Hiace Seating Arrangement   Small",gallery,automotive,critical,Success,"2026-01-05 13:55:34"
PXL_20250203_055425557.MP.jpg,333,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/PXL_20250203_055425557.MP_-scaled.jpg,"Automotive product photo - 20250203 055425557.MP",gallery,automotive,critical,Success,"2026-01-05 13:55:35"
"coach seating arrangement - small.png",334,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/coach-seating-arrangement-small-1.png,"Automotive product photo - Coach Seating Arrangement   Small",gallery,automotive,critical,Success,"2026-01-05 13:55:35"
"coach seating arrangement wide 2-simplified.png",335,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/coach-seating-arrangement-wide-2-simplified-1.png,"Automotive product photo - Coach Seating Arrangement Wide 2 Simplified",gallery,automotive,critical,Success,"2026-01-05 13:55:36"
10.png,336,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/10-1.png,"General product photo - 10",gallery,general,recommended,Success,"2026-01-05 13:55:37"
11.png,337,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/11-1.png,"General product photo - 11",gallery,general,recommended,Success,"2026-01-05 13:55:37"
12.png,338,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/12-1.png,"General product photo - 12",gallery,general,recommended,Success,"2026-01-05 13:55:38"
13.png,339,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/13-1.png,"General product photo - 13",gallery,general,recommended,Success,"2026-01-05 13:55:38"
14.png,340,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/14-1.png,"General product photo - 14",gallery,general,recommended,Success,"2026-01-05 13:55:38"
15.png,341,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/15-1.png,"General product photo - 15",gallery,general,recommended,Success,"2026-01-05 13:55:39"
16.png,342,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/16-1.png,"General product photo - 16",gallery,general,recommended,Success,"2026-01-05 13:55:39"
17.png,343,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/17-1.png,"General product photo - 17",gallery,general,recommended,Success,"2026-01-05 13:55:41"
18.png,344,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/18-1.png,"General product photo - 18",gallery,general,recommended,Success,"2026-01-05 13:55:41"
19.png,345,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/19-1.png,"General product photo - 19",gallery,general,recommended,Success,"2026-01-05 13:55:41"
20.png,346,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/20-1.png,"General product photo - 20",gallery,general,recommended,Success,"2026-01-05 13:55:42"
21.png,347,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/21-1.png,"General product photo - 21",gallery,general,recommended,Success,"2026-01-05 13:55:42"
22.png,348,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/22-1.png,"General product photo - 22",gallery,general,recommended,Success,"2026-01-05 13:55:43"
23.png,349,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/23-1.png,"General product photo - 23",gallery,general,recommended,Success,"2026-01-05 13:55:43"
24.png,350,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/24-1.png,"General product photo - 24",gallery,general,recommended,Success,"2026-01-05 13:55:43"
25.png,351,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/25-1.png,"General product photo - 25",gallery,general,recommended,Success,"2026-01-05 13:55:44"
26.png,352,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/26-1.png,"General product photo - 26",gallery,general,recommended,Success,"2026-01-05 13:55:44"
27.png,353,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/27-1.png,"General product photo - 27",gallery,general,recommended,Success,"2026-01-05 13:55:45"
28.png,354,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/28-1.png,"General product photo - 28",gallery,general,recommended,Success,"2026-01-05 13:55:45"
29.png,355,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/29-1.png,"General product photo - 29",gallery,general,recommended,Success,"2026-01-05 13:55:46"
bus.png,356,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/bus-1.png,"Bus icon",icon,graphics,recommended,Success,"2026-01-05 13:55:46"
chair-seat-pad.png,357,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/chair-seat-pad-1.png,"Chair Seat Pad icon",icon,graphics,recommended,Success,"2026-01-05 13:55:47"
shake-hands.png,358,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/shake-hands-1.png,"Shake Hands icon",icon,graphics,recommended,Success,"2026-01-05 13:55:47"
"unnamed (6).png",359,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/unnamed-6-1.png,"Unnamed (6)",decorative,graphics,optional,Success,"2026-01-05 13:55:48"
"unnamed (7).png",360,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/unnamed-7-1.png,"Unnamed (7)",decorative,graphics,optional,Success,"2026-01-05 13:55:49"
unnamed-(1).png,361,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/unnamed-1-1.png,"Unnamed (1)",decorative,graphics,optional,Success,"2026-01-05 13:55:49"
unnamed-(3).png,362,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/unnamed-3-1.png,"Unnamed (3)",decorative,graphics,optional,Success,"2026-01-05 13:55:51"
800x480-v14---white-red---4rows.png,363,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v14-white-red-4rows-3.png,"Technical diagram - 800x480 V14   White Red   4rows",diagram,technical,recommended,Success,"2026-01-05 13:55:51"
800x480-v15---white-red---4-row-seat-not-plugged-in.png,364,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-4-row-seat-not-plugged-in-2.png,"Technical diagram - 800x480 V15   White Red   4 Row Seat Not Plugged In",diagram,technical,recommended,Success,"2026-01-05 13:55:51"
800x480-v15---white-red---4-row.png,365,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-4-row-2.png,"Technical diagram - 800x480 V15   White Red   4 Row",diagram,technical,recommended,Success,"2026-01-05 13:55:51"
800x480-v15---white-red---left-hand-drive---row-5-removed.png,366,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-left-hand-drive-row-5-removed-2.png,"Technical diagram - 800x480 V15   White Red   Left Hand Drive   Row 5 Removed",diagram,technical,recommended,Success,"2026-01-05 13:55:51"
800x480-v15---white-red---no-last-row.png,367,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-no-last-row-2.png,"Technical diagram - 800x480 V15   White Red   No Last Row",diagram,technical,recommended,Success,"2026-01-05 13:55:51"
800x480-v15---white-red---right-hand-drive.png,368,http://localhost:8888/aitsc-wp/wp-content/uploads/2026/01/800x480-v15-white-red-right-hand-drive-2.png,"Technical diagram - 800x480 V15   White Red   Right Hand Drive",diagram,technical,recommended,Success,"2026-01-05 13:55:51"
